region,countrycode,countryname,characteristic,incomegroup,year,share_b40,share_t60
SSA,MOZ,Mozambique,EDU: no eduation,Low income,2014,0.4508219,0.5491781
SSA,MOZ,Mozambique,RUR:       urban,Low income,2014,0.2566522,0.7433478
SSA,MOZ,Mozambique,RUR:       rural,Low income,2014,0.4665201,0.5334799
SSA,MOZ,Mozambique,AGE:     15 - 64,Low income,2014,0.3471789,0.6528211
SSA,MOZ,Mozambique,GEN:      female,Low income,2014,0.3974286,0.6025714
SSA,MOZ,Mozambique,EDU:     primary,Low income,2014,0.3627853,0.6372147
SSA,MOZ,Mozambique,EDU:     teriary,Low income,2014,0.0372143,0.9627857
SSA,MOZ,Mozambique,GEN:        male,Low income,2014,0.4027329,0.5972671
SSA,MOZ,Mozambique,EDU:   secondary,Low income,2014,0.1707384,0.8292616
SSA,MRT,Mauritania,AGE:    above 64,Lower-middle income,2014,0.3448295,0.6551705
SSA,MRT,Mauritania,EDU:     teriary,Lower-middle income,2014,0.0792646,0.9207354
SSA,MRT,Mauritania,RUR:       urban,Lower-middle income,2014,0.2306385,0.7693615
SSA,MRT,Mauritania,RUR:       rural,Lower-middle income,2014,0.5564901,0.4435099
SSA,MRT,Mauritania,GEN:      female,Lower-middle income,2014,0.4009601,0.5990399
SSA,MRT,Mauritania,AGE:     15 - 64,Lower-middle income,2014,0.3493933,0.6506068
SSA,MRT,Mauritania,GEN:        male,Lower-middle income,2014,0.3989166,0.6010834
SSA,MRT,Mauritania,EDU: no eduation,Lower-middle income,2014,0.4120218,0.5879782
SSA,MRT,Mauritania,AGE:      0 - 14,Lower-middle income,2014,0.4621218,0.5378782
SSA,MRT,Mauritania,EDU:     primary,Lower-middle income,2014,0.3133138,0.6866862
SSA,MRT,Mauritania,EDU:   secondary,Lower-middle income,2014,0.2060426,0.7939574
SSA,MUS,Mauritius,AGE:    above 64,Upper-middle income,2017,0.2528799,0.7471201
SSA,MUS,Mauritius,AGE:      0 - 14,Upper-middle income,2017,0.5510451,0.4489549
SSA,MUS,Mauritius,EDU:     teriary,Upper-middle income,2017,0.0974333,0.9025667
SSA,MUS,Mauritius,EDU:     primary,Upper-middle income,2017,0.4574545,0.5425455
SSA,MUS,Mauritius,RUR:       urban,Upper-middle income,2017,0.3999951,0.6000049
SSA,MUS,Mauritius,GEN:        male,Upper-middle income,2017,0.3989395,0.6010605
SSA,MUS,Mauritius,EDU: no eduation,Upper-middle income,2017,0.4170188,0.5829812
SSA,MUS,Mauritius,EDU:   secondary,Upper-middle income,2017,0.3664892,0.6335108
SSA,MUS,Mauritius,GEN:      female,Upper-middle income,2017,0.401009,0.598991
SSA,MUS,Mauritius,AGE:     15 - 64,Upper-middle income,2017,0.3860453,0.6139547
SSA,MUS,Mauritius,RUR:       rural,Upper-middle income,2017,,
SSA,MWI,Malawi,AGE:    above 64,Low income,2016,0.3189859,0.6810141
SSA,MWI,Malawi,EDU:     teriary,Low income,2016,,0.9916316
SSA,MWI,Malawi,RUR:       urban,Low income,2016,0.0746297,0.9253703
SSA,MWI,Malawi,AGE:      0 - 14,Low income,2016,0.4651158,0.5348842
SSA,MWI,Malawi,EDU: no eduation,Low income,2016,0.4852641,0.5147359
SSA,MWI,Malawi,GEN:        male,Low income,2016,0.3978446,0.6021553
SSA,MWI,Malawi,RUR:       rural,Low income,2016,0.4761404,0.5238596
SSA,MWI,Malawi,EDU:   secondary,Low income,2016,0.1725697,0.8274303
SSA,MWI,Malawi,GEN:      female,Low income,2016,0.4019782,0.5980219
SSA,MWI,Malawi,AGE:     15 - 64,Low income,2016,0.3496373,0.6503627
SSA,MWI,Malawi,EDU:     primary,Low income,2016,0.396667,0.603333
EAP,MYS,Malaysia,GEN:        male,Upper-middle income,2015,0.3992424,0.60075750000000006
EAP,MYS,Malaysia,EDU: no eduation,Upper-middle income,2015,0.541117,0.458883
EAP,MYS,Malaysia,EDU:     teriary,Upper-middle income,2015,0.1755881,0.8244119
EAP,MYS,Malaysia,AGE:     15 - 64,Upper-middle income,2015,0.3630716,0.6369284
EAP,MYS,Malaysia,EDU:   secondary,Upper-middle income,2015,0.3933829,0.6066171
EAP,MYS,Malaysia,AGE:    above 64,Upper-middle income,2015,0.3281483,0.6718517
EAP,MYS,Malaysia,GEN:      female,Upper-middle income,2015,0.4007587,0.5992413
EAP,MYS,Malaysia,EDU:     primary,Upper-middle income,2015,0.4681218,0.5318782
EAP,MYS,Malaysia,AGE:      0 - 14,Upper-middle income,2015,0.5203847,0.4796153
EAP,MYS,Malaysia,RUR:       urban,Upper-middle income,2015,0.3298628,0.6701372
EAP,MYS,Malaysia,RUR:       rural,Upper-middle income,2015,0.6400928,0.3599072
SSA,NAM,Namibia,EDU: no eduation,Upper-middle income,2015,0.5780041,0.421996
SSA,NAM,Namibia,RUR:       urban,Upper-middle income,2015,0.2427652,0.7572348
SSA,NAM,Namibia,GEN:        male,Upper-middle income,2015,0.3906303,0.6093697
SSA,NAM,Namibia,EDU:     teriary,Upper-middle income,2015,0.0379426,0.9620574
SSA,NAM,Namibia,EDU:     primary,Upper-middle income,2015,0.4952729,0.5047271
SSA,NAM,Namibia,AGE:    above 64,Upper-middle income,2015,0.4406688,0.5593312
SSA,NAM,Namibia,EDU:   secondary,Upper-middle income,2015,0.2858229,0.7141771
SSA,NAM,Namibia,RUR:       rural,Upper-middle income,2015,0.5384433,0.4615568
SSA,NAM,Namibia,AGE:     15 - 64,Upper-middle income,2015,0.3421025,0.6578975
SSA,NAM,Namibia,AGE:      0 - 14,Upper-middle income,2015,0.4868074,0.5131925
SSA,NAM,Namibia,GEN:      female,Upper-middle income,2015,0.4088482,0.5911518
SSA,NER,Niger,GEN:      female,Low income,2014,0.3978776,0.6021224
SSA,NER,Niger,AGE:      0 - 14,Low income,2014,0.4479083,0.5520917
SSA,NER,Niger,EDU:     primary,Low income,2014,0.2810092,0.7189908
SSA,NER,Niger,GEN:        male,Low income,2014,0.4020212,0.5979788
SSA,NER,Niger,AGE:    above 64,Low income,2014,0.282124,0.717876
SSA,NER,Niger,AGE:     15 - 64,Low income,2014,0.3476105,0.6523895
SSA,NER,Niger,EDU:   secondary,Low income,2014,0.1557826,0.8442174
SSA,NER,Niger,RUR:       urban,Low income,2014,0.0398639,0.9601361
SSA,NER,Niger,RUR:       rural,Low income,2014,0.469387,0.5306129
SSA,NER,Niger,EDU: no eduation,Low income,2014,0.3811231,0.6188769
SSA,NER,Niger,EDU:     teriary,Low income,2014,,0.9964443
SSA,NGA,Nigeria,EDU:     primary,Lower-middle income,2009,0.3452396,0.6547604
SSA,NGA,Nigeria,EDU:     teriary,Lower-middle income,2009,0.1927759,0.8072242
SSA,NGA,Nigeria,GEN:      female,Lower-middle income,2009,0.3995635,0.6004365
SSA,NGA,Nigeria,GEN:        male,Lower-middle income,2009,0.4004202,0.5995798
SSA,NGA,Nigeria,AGE:     15 - 64,Lower-middle income,2009,0.3644262,0.6355737
SSA,NGA,Nigeria,EDU: no eduation,Lower-middle income,2009,0.4824267,0.5175733
SSA,NGA,Nigeria,EDU:   secondary,Lower-middle income,2009,0.3333613,0.6666387
SSA,NGA,Nigeria,RUR:       urban,Lower-middle income,2009,0.2481559,0.7518441
SSA,NGA,Nigeria,RUR:       rural,Lower-middle income,2009,0.485642,0.514358
SSA,NGA,Nigeria,AGE:    above 64,Lower-middle income,2009,0.2524241,0.7475759
SSA,NGA,Nigeria,AGE:      0 - 14,Lower-middle income,2009,0.473016,0.526984
LAC,NIC,Nicaragua,AGE:    above 64,Lower-middle income,2014,0.3708238,0.6291762
LAC,NIC,Nicaragua,AGE:      0 - 14,Lower-middle income,2014,0.4875469,0.5124531
LAC,NIC,Nicaragua,GEN:      female,Lower-middle income,2014,0.3976364,0.6023636
LAC,NIC,Nicaragua,RUR:       rural,Lower-middle income,2014,0.5540677,0.4459323
LAC,NIC,Nicaragua,RUR:       urban,Lower-middle income,2014,0.2877006,0.7122994
LAC,NIC,Nicaragua,EDU:     primary,Lower-middle income,2014,0.4593062,0.5406938
LAC,NIC,Nicaragua,EDU: no eduation,Lower-middle income,2014,0.5602454,0.4397546
LAC,NIC,Nicaragua,EDU:   secondary,Lower-middle income,2014,0.33722,0.66278
LAC,NIC,Nicaragua,EDU:     teriary,Lower-middle income,2014,0.1061399,0.8938602
LAC,NIC,Nicaragua,GEN:        male,Lower-middle income,2014,0.4002475,0.5997525
LAC,NIC,Nicaragua,AGE:     15 - 64,Lower-middle income,2014,0.3591209,0.6408791
ECA,NLD,Netherlands,GEN:        male,High income,2017,0.3960754,0.6039246
ECA,NLD,Netherlands,EDU:     teriary,High income,2017,0.2310842,0.7689158
ECA,NLD,Netherlands,EDU:     primary,High income,2017,0.4703116,0.5296884
ECA,NLD,Netherlands,AGE:      0 - 14,High income,2017,0.5919746,0.4080254
ECA,NLD,Netherlands,EDU:   secondary,High income,2017,0.4093919,0.5906081
ECA,NLD,Netherlands,AGE:     15 - 64,High income,2017,0.3787608,0.6212392
ECA,NLD,Netherlands,EDU: no eduation,High income,2017,0.6459351,0.3540649
ECA,NLD,Netherlands,AGE:    above 64,High income,2017,0.3153213,0.6846787
ECA,NLD,Netherlands,RUR:       urban,High income,2017,,
ECA,NLD,Netherlands,RUR:       rural,High income,2017,,
ECA,NLD,Netherlands,GEN:      female,High income,2017,0.4012856,0.5987145
ECA,NOR,Norway,AGE:     15 - 64,High income,2017,0.389569,0.610431
ECA,NOR,Norway,EDU:     teriary,High income,2017,0.2657338,0.7342662
ECA,NOR,Norway,RUR:       urban,High income,2017,0.3909749,0.6090251
ECA,NOR,Norway,RUR:       rural,High income,2017,0.4177997,0.5822003
ECA,NOR,Norway,EDU:   secondary,High income,2017,0.3622354,0.6377646
ECA,NOR,Norway,EDU:     primary,High income,2017,,
ECA,NOR,Norway,GEN:        male,High income,2017,0.3914961,0.6085039
ECA,NOR,Norway,AGE:    above 64,High income,2017,0.1717667,0.8282333
ECA,NOR,Norway,GEN:      female,High income,2017,0.407296,0.5927041
ECA,NOR,Norway,EDU: no eduation,High income,2017,0.7973142,
ECA,NOR,Norway,AGE:      0 - 14,High income,2017,0.7057351,0.2942649
SAR,NPL,Nepal,RUR:       rural,Low income,2010,0.4298303,0.5701697
SAR,NPL,Nepal,AGE:     15 - 64,Low income,2010,0.3435851,0.6564149
SAR,NPL,Nepal,EDU: no eduation,Low income,2010,0.4406415,0.5593585
SAR,NPL,Nepal,RUR:       urban,Low income,2010,0.2590067,0.7409933
SAR,NPL,Nepal,GEN:        male,Low income,2010,0.3946717,0.6053283
SAR,NPL,Nepal,AGE:      0 - 14,Low income,2010,0.4907888,0.5092112
SAR,NPL,Nepal,GEN:      female,Low income,2010,0.3996454,0.6003546
SAR,NPL,Nepal,AGE:    above 64,Low income,2010,0.34245949999999997,0.6575405
SAR,NPL,Nepal,EDU:     teriary,Low income,2010,,0.9655297
SAR,NPL,Nepal,EDU:     primary,Low income,2010,0.3794077,0.6205922
SAR,NPL,Nepal,EDU:   secondary,Low income,2010,0.1794565,0.8205435
SAR,PAK,Pakistan,AGE:    above 64,Lower-middle income,2015,0.324299,0.675701
SAR,PAK,Pakistan,RUR:       urban,Lower-middle income,2015,0.2179148,0.7820852
SAR,PAK,Pakistan,EDU: no eduation,Lower-middle income,2015,0.4890652,0.5109348
SAR,PAK,Pakistan,EDU:     teriary,Lower-middle income,2015,0.0435208,0.9564792
SAR,PAK,Pakistan,AGE:      0 - 14,Lower-middle income,2015,0.4945926,0.5054075
SAR,PAK,Pakistan,GEN:      female,Lower-middle income,2015,0.4021602,0.5978398
SAR,PAK,Pakistan,EDU:     primary,Lower-middle income,2015,0.3217197,0.6782803
SAR,PAK,Pakistan,AGE:     15 - 64,Lower-middle income,2015,0.339773,0.660227
SAR,PAK,Pakistan,RUR:       rural,Lower-middle income,2015,0.4979571,0.5020429
SAR,PAK,Pakistan,GEN:        male,Lower-middle income,2015,0.3977544,0.6022456
SAR,PAK,Pakistan,EDU:   secondary,Lower-middle income,2015,0.164727,0.835273
LAC,PAN,Panama,RUR:       rural,High income,2018,0.6488835,0.3511164
LAC,PAN,Panama,AGE:     15 - 64,High income,2018,0.3375537,0.6624463
LAC,PAN,Panama,AGE:      0 - 14,High income,2018,0.5737262,0.4262739
LAC,PAN,Panama,GEN:        male,High income,2018,0.393151,0.606849
LAC,PAN,Panama,GEN:      female,High income,2018,0.4065272,0.5934728
LAC,PAN,Panama,EDU: no eduation,High income,2018,0.7532503,0.2467497
LAC,PAN,Panama,RUR:       urban,High income,2018,0.2859726,0.7140274
LAC,PAN,Panama,EDU:     teriary,High income,2018,0.0991424,0.9008576
LAC,PAN,Panama,EDU:   secondary,High income,2018,0.363133,0.636867
LAC,PAN,Panama,AGE:    above 64,High income,2018,0.3122311,0.6877689
LAC,PAN,Panama,EDU:     primary,High income,2018,0.5997267,0.4002733
LAC,PER,Peru,GEN:        male,Upper-middle income,2018,0.3907361,0.6092638
LAC,PER,Peru,EDU:   secondary,Upper-middle income,2018,0.3774446,0.6225554
LAC,PER,Peru,RUR:       rural,Upper-middle income,2018,0.7934412,0.2065588
LAC,PER,Peru,AGE:      0 - 14,Upper-middle income,2018,0.5315962,0.4684038
LAC,PER,Peru,RUR:       urban,Upper-middle income,2018,0.2837418,0.7162582
LAC,PER,Peru,EDU:     teriary,Upper-middle income,2018,0.1406389,0.8593611
LAC,PER,Peru,GEN:      female,Upper-middle income,2018,0.3998727,0.6001273
LAC,PER,Peru,EDU: no eduation,Upper-middle income,2018,0.6468651,0.3531349
LAC,PER,Peru,EDU:     primary,Upper-middle income,2018,0.5798804,0.4201196
LAC,PER,Peru,AGE:     15 - 64,Upper-middle income,2018,0.3502586,0.6497414
LAC,PER,Peru,AGE:    above 64,Upper-middle income,2018,0.3414834,0.6585166
EAP,PHL,Philippines,GEN:        male,Lower-middle income,2015,0.4073113,0.5926887
EAP,PHL,Philippines,AGE:      0 - 14,Lower-middle income,2015,0.5390965,0.4609035
EAP,PHL,Philippines,RUR:       urban,Lower-middle income,2015,0.2391402,0.7608598
EAP,PHL,Philippines,GEN:      female,Lower-middle income,2015,0.3925861,0.6074139
EAP,PHL,Philippines,EDU:     primary,Lower-middle income,2015,0.5088084,0.4911915
EAP,PHL,Philippines,EDU: no eduation,Lower-middle income,2015,0.6735598,0.3264402
EAP,PHL,Philippines,EDU:   secondary,Lower-middle income,2015,0.2533092,0.7466908
EAP,PHL,Philippines,RUR:       rural,Lower-middle income,2015,0.5208942,0.4791059
EAP,PHL,Philippines,AGE:     15 - 64,Lower-middle income,2015,0.3460922,0.6539078
EAP,PHL,Philippines,AGE:    above 64,Lower-middle income,2015,0.2901101,0.7098899
EAP,PHL,Philippines,EDU:     teriary,Lower-middle income,2015,0.0522544,0.9477456
EAP,PNG,Papua New Guinea,EDU:     primary,Lower-middle income,2009,0.3520306,0.6479694
EAP,PNG,Papua New Guinea,RUR:       urban,Lower-middle income,2009,0.289735,0.710265
EAP,PNG,Papua New Guinea,EDU:     teriary,Lower-middle income,2009,0.131862,0.868138
EAP,PNG,Papua New Guinea,RUR:       rural,Lower-middle income,2009,0.4180444,0.5819556
EAP,PNG,Papua New Guinea,EDU:   secondary,Lower-middle income,2009,0.2818783,0.7181218
EAP,PNG,Papua New Guinea,GEN:        male,Lower-middle income,2009,0.3972381,0.6027619
EAP,PNG,Papua New Guinea,AGE:    above 64,Lower-middle income,2009,0.4670411,0.5329589
EAP,PNG,Papua New Guinea,AGE:     15 - 64,Lower-middle income,2009,0.3576356,0.6423644
EAP,PNG,Papua New Guinea,EDU: no eduation,Lower-middle income,2009,0.5575063,0.4424937
EAP,PNG,Papua New Guinea,AGE:      0 - 14,Lower-middle income,2009,0.4543249,0.5456752
EAP,PNG,Papua New Guinea,GEN:      female,Lower-middle income,2009,0.402924,0.5970761
ECA,POL,Poland,AGE:     15 - 64,High income,2017,0.3999123,0.6000876
ECA,POL,Poland,EDU:     primary,High income,2017,0.5521505,0.4478495
ECA,POL,Poland,GEN:      female,High income,2017,0.3959053,0.6040947
ECA,POL,Poland,GEN:        male,High income,2017,0.403609,0.596391
ECA,POL,Poland,AGE:      0 - 14,High income,2017,0.5260231,0.4739769
ECA,POL,Poland,EDU:     teriary,High income,2017,0.1792956,0.8207044
ECA,POL,Poland,RUR:       urban,High income,2017,0.3017442,0.6982558
ECA,POL,Poland,EDU: no eduation,High income,2017,0.5427344,0.4572656
ECA,POL,Poland,AGE:    above 64,High income,2017,0.2989889,0.7010111
ECA,POL,Poland,RUR:       rural,High income,2017,0.5398305,0.4601695
ECA,POL,Poland,EDU:   secondary,High income,2017,0.4096552,0.5903448
ECA,PRT,Portugal,AGE:     15 - 64,High income,2017,0.3990286,0.6009713
ECA,PRT,Portugal,GEN:        male,High income,2017,0.3996269,0.6003731
ECA,PRT,Portugal,RUR:       rural,High income,2017,0.5063297,0.4936703
ECA,PRT,Portugal,EDU:     primary,High income,2017,0.46277,0.53723
ECA,PRT,Portugal,RUR:       urban,High income,2017,0.36243,0.63757
ECA,PRT,Portugal,GEN:      female,High income,2017,0.4003277,0.5996723
ECA,PRT,Portugal,AGE:      0 - 14,High income,2017,0.5347721,0.4652279
ECA,PRT,Portugal,EDU:   secondary,High income,2017,0.3814566,0.6185434
ECA,PRT,Portugal,AGE:    above 64,High income,2017,0.3275243,0.6724757
ECA,PRT,Portugal,EDU: no eduation,High income,2017,0.5511984,0.4488016
ECA,PRT,Portugal,EDU:     teriary,High income,2017,0.1417252,0.8582748
LAC,PRY,Paraguay,GEN:      female,Upper-middle income,2018,0.4040663,0.5959337
LAC,PRY,Paraguay,GEN:        male,Upper-middle income,2018,0.395867,0.604133
LAC,PRY,Paraguay,EDU:     teriary,Upper-middle income,2018,0.094993,0.9050071
LAC,PRY,Paraguay,RUR:       rural,Upper-middle income,2018,0.5848723,0.4151277
LAC,PRY,Paraguay,RUR:       urban,Upper-middle income,2018,0.2862822,0.7137178
LAC,PRY,Paraguay,EDU: no eduation,Upper-middle income,2018,0.5988559,0.4011441
LAC,PRY,Paraguay,AGE:    above 64,Upper-middle income,2018,0.3410657,0.6589343
LAC,PRY,Paraguay,EDU:     primary,Upper-middle income,2018,0.5669754,0.4330246
LAC,PRY,Paraguay,AGE:     15 - 64,Upper-middle income,2018,0.3461948,0.6538053
LAC,PRY,Paraguay,EDU:   secondary,Upper-middle income,2018,0.3614248,0.6385752
LAC,PRY,Paraguay,AGE:      0 - 14,Upper-middle income,2018,0.527478,0.4725221
MNA,PSE,West Bank and Gaza,EDU: no eduation,Lower-middle income,2016,0.3699937,0.6300063
MNA,PSE,West Bank and Gaza,RUR:       rural,Lower-middle income,2016,0.2665488,0.7334512
MNA,PSE,West Bank and Gaza,GEN:      female,Lower-middle income,2016,0.4071425,0.5928575
MNA,PSE,West Bank and Gaza,AGE:     15 - 64,Lower-middle income,2016,0.3571926,0.6428074
MNA,PSE,West Bank and Gaza,EDU:   secondary,Lower-middle income,2016,0.3874205,0.6125795
MNA,PSE,West Bank and Gaza,EDU:     primary,Lower-middle income,2016,0.4210486,0.5789514
MNA,PSE,West Bank and Gaza,AGE:    above 64,Lower-middle income,2016,0.2277068,0.7722932
MNA,PSE,West Bank and Gaza,RUR:       urban,Lower-middle income,2016,0.4078771,0.5921229
MNA,PSE,West Bank and Gaza,AGE:      0 - 14,Lower-middle income,2016,0.4785387,0.5214613
MNA,PSE,West Bank and Gaza,EDU:     teriary,Lower-middle income,2016,0.2304374,0.7695625
MNA,PSE,West Bank and Gaza,GEN:        male,Lower-middle income,2016,0.3928998,0.6071002
ECA,ROU,Romania,GEN:        male,Upper-middle income,2017,0.3946748,0.6053252
ECA,ROU,Romania,RUR:       rural,Upper-middle income,2017,0.5800747,0.4199254
ECA,ROU,Romania,EDU:   secondary,Upper-middle income,2017,0.3980171,0.6019829
ECA,ROU,Romania,RUR:       urban,Upper-middle income,2017,0.2462786,0.7537214
ECA,ROU,Romania,GEN:      female,Upper-middle income,2017,0.4029985,0.5970015
ECA,ROU,Romania,EDU:     primary,Upper-middle income,2017,0.6736224,0.3263776
ECA,ROU,Romania,EDU:     teriary,Upper-middle income,2017,0.0686321,0.9313679
ECA,ROU,Romania,AGE:      0 - 14,Upper-middle income,2017,0.584121,0.415879
ECA,ROU,Romania,AGE:     15 - 64,Upper-middle income,2017,0.3898969,0.6101031
ECA,ROU,Romania,AGE:    above 64,Upper-middle income,2017,0.2952445,0.7047555
ECA,ROU,Romania,EDU: no eduation,Upper-middle income,2017,0.8018433,0.1981566
ECA,RUS,Russian Federation,AGE:     15 - 64,Upper-middle income,2015,0.3716584,0.6283416
ECA,RUS,Russian Federation,RUR:       urban,Upper-middle income,2015,0.3391894,0.6608105
ECA,RUS,Russian Federation,EDU:     primary,Upper-middle income,2015,0.5487984,0.4512015
ECA,RUS,Russian Federation,EDU: no eduation,Upper-middle income,2015,,
ECA,RUS,Russian Federation,GEN:        male,Upper-middle income,2015,0.411821,0.588179
ECA,RUS,Russian Federation,GEN:      female,Upper-middle income,2015,0.390323,0.609677
ECA,RUS,Russian Federation,AGE:    above 64,Upper-middle income,2015,0.4210306,0.5789694
ECA,RUS,Russian Federation,RUR:       rural,Upper-middle income,2015,0.5743733,0.4256267
ECA,RUS,Russian Federation,AGE:      0 - 14,Upper-middle income,2015,0.4967406,0.5032594
ECA,RUS,Russian Federation,EDU:     teriary,Upper-middle income,2015,0.3319062,0.6680939
ECA,RUS,Russian Federation,EDU:   secondary,Upper-middle income,2015,0.5142991,0.4857009
SSA,RWA,Rwanda,GEN:        male,Low income,2016,0.3913067,0.6086934
SSA,RWA,Rwanda,AGE:      0 - 14,Low income,2016,0.4717999,0.5282001
SSA,RWA,Rwanda,GEN:      female,Low income,2016,0.4080296,0.5919704
SSA,RWA,Rwanda,AGE:    above 64,Low income,2016,0.2863376,0.7136624
SSA,RWA,Rwanda,EDU:     primary,Low income,2016,0.389605,0.610395
SSA,RWA,Rwanda,EDU:     teriary,Low income,2016,,0.987207
SSA,RWA,Rwanda,RUR:       rural,Low income,2016,0.4498267,0.5501733
SSA,RWA,Rwanda,EDU:   secondary,Low income,2016,0.1639156,0.8360844
SSA,RWA,Rwanda,RUR:       urban,Low income,2016,0.1697348,0.8302652
SSA,RWA,Rwanda,EDU: no eduation,Low income,2016,0.463113,0.536887
SSA,RWA,Rwanda,AGE:     15 - 64,Low income,2016,0.3532109,0.6467891
SSA,SDN,Sudan,AGE:    above 64,Lower-middle income,2009,0.3417053,0.6582947
SSA,SDN,Sudan,AGE:      0 - 14,Lower-middle income,2009,0.4650239,0.5349761
SSA,SDN,Sudan,EDU:     primary,Lower-middle income,2009,0.3449252,0.6550748
SSA,SDN,Sudan,EDU: no eduation,Lower-middle income,2009,0.4397723,0.5602276
SSA,SDN,Sudan,RUR:       rural,Lower-middle income,2009,0.5057126,0.4942874
SSA,SDN,Sudan,GEN:      female,Lower-middle income,2009,0.4006246,0.5993754
SSA,SDN,Sudan,RUR:       urban,Lower-middle income,2009,0.2088462,0.7911538
SSA,SDN,Sudan,AGE:     15 - 64,Lower-middle income,2009,0.3519966,0.6480034
SSA,SDN,Sudan,GEN:        male,Lower-middle income,2009,0.3994849,0.6005151
SSA,SDN,Sudan,EDU:   secondary,Lower-middle income,2009,0.2060873,0.7939127
SSA,SDN,Sudan,EDU:     teriary,Lower-middle income,2009,0.0938801,0.9061199
SSA,SEN,Senegal,EDU: no eduation,Lower-middle income,2011,0.4523216,0.5476784
SSA,SEN,Senegal,AGE:     15 - 64,Lower-middle income,2011,0.3524443,0.6475557
SSA,SEN,Senegal,AGE:      0 - 14,Lower-middle income,2011,0.4606445,0.5393555
SSA,SEN,Senegal,GEN:        male,Lower-middle income,2011,0.4019608,0.5980392
SSA,SEN,Senegal,RUR:       urban,Lower-middle income,2011,0.1350641,0.8649359
SSA,SEN,Senegal,RUR:       rural,Lower-middle income,2011,0.602638,0.397362
SSA,SEN,Senegal,EDU:     primary,Lower-middle income,2011,0.2441311,0.7558689
SSA,SEN,Senegal,GEN:      female,Lower-middle income,2011,0.3982007,0.6017993
SSA,SEN,Senegal,EDU:   secondary,Lower-middle income,2011,0.1988897,0.8011103
SSA,SEN,Senegal,EDU:     teriary,Lower-middle income,2011,0.0478225,0.9521775
SSA,SEN,Senegal,AGE:    above 64,Lower-middle income,2011,0.3746338,0.6253662
EAP,SLB,Solomon Islands,GEN:        male,Lower-middle income,2013,0.4008817,0.5991183
EAP,SLB,Solomon Islands,EDU:     teriary,Lower-middle income,2013,0.1135697,0.8864303
EAP,SLB,Solomon Islands,EDU: no eduation,Lower-middle income,2013,0.4742556,0.5257444
EAP,SLB,Solomon Islands,AGE:     15 - 64,Lower-middle income,2013,0.3601395,0.6398605
EAP,SLB,Solomon Islands,RUR:       urban,Lower-middle income,2013,0.0940984,0.9059016
EAP,SLB,Solomon Islands,AGE:      0 - 14,Lower-middle income,2013,0.4528038,0.5471962
EAP,SLB,Solomon Islands,GEN:      female,Lower-middle income,2013,0.3990185,0.6009815
EAP,SLB,Solomon Islands,EDU:   secondary,Lower-middle income,2013,0.2582832,0.7417168
EAP,SLB,Solomon Islands,AGE:    above 64,Lower-middle income,2013,0.4171635,0.5828365
EAP,SLB,Solomon Islands,EDU:     primary,Lower-middle income,2013,0.4152933,0.5847067
EAP,SLB,Solomon Islands,RUR:       rural,Lower-middle income,2013,0.4697344,0.5302656
SSA,SLE,Sierra Leone,EDU:     teriary,Low income,2018,0.1015276,0.8984724
SSA,SLE,Sierra Leone,EDU: no eduation,Low income,2018,0.0258669,0.9741331
SSA,SLE,Sierra Leone,GEN:        male,Low income,2018,0.3935257,0.6064743
SSA,SLE,Sierra Leone,GEN:      female,Low income,2018,0.4059235,0.5940765
SSA,SLE,Sierra Leone,AGE:      0 - 14,Low income,2018,0.4576158,0.5423842
SSA,SLE,Sierra Leone,RUR:       urban,Low income,2018,0.1870987,0.8129013
SSA,SLE,Sierra Leone,AGE:    above 64,Low income,2018,0.4573343,0.5426657
SSA,SLE,Sierra Leone,AGE:     15 - 64,Low income,2018,0.3505812,0.6494188
SSA,SLE,Sierra Leone,EDU:   secondary,Low income,2018,0.2509346,0.7490654
SSA,SLE,Sierra Leone,EDU:     primary,Low income,2018,0.421016,0.578984
SSA,SLE,Sierra Leone,RUR:       rural,Low income,2018,0.5647082,0.4352918
LAC,SLV,El Salvador,GEN:        male,Lower-middle income,2018,0.3986249,0.6013751
LAC,SLV,El Salvador,EDU:     teriary,Lower-middle income,2018,0.0941911,0.9058089
LAC,SLV,El Salvador,RUR:       rural,Lower-middle income,2018,0.5502215,0.4497785
LAC,SLV,El Salvador,EDU: no eduation,Lower-middle income,2018,0.528377,0.471623
LAC,SLV,El Salvador,AGE:     15 - 64,Lower-middle income,2018,0.3621064,0.6378936
LAC,SLV,El Salvador,GEN:      female,Lower-middle income,2018,0.4012096,0.5987903
LAC,SLV,El Salvador,EDU:     primary,Lower-middle income,2018,0.4504378,0.5495622
LAC,SLV,El Salvador,AGE:      0 - 14,Lower-middle income,2018,0.5345881,0.4654119
LAC,SLV,El Salvador,AGE:    above 64,Lower-middle income,2018,0.3184242,0.6815758
LAC,SLV,El Salvador,EDU:   secondary,Lower-middle income,2018,0.3025423,0.6974577
LAC,SLV,El Salvador,RUR:       urban,Lower-middle income,2018,0.3065544,0.6934456
ECA,SRB,Serbia,RUR:       rural,Upper-middle income,2018,0.502393,0.497607
ECA,SRB,Serbia,AGE:    above 64,Upper-middle income,2018,0.4014961,0.5985039
ECA,SRB,Serbia,EDU: no eduation,Upper-middle income,2018,0.6592792,0.3407208
ECA,SRB,Serbia,EDU:     primary,Upper-middle income,2018,0.5327768,0.4672232
ECA,SRB,Serbia,EDU:     teriary,Upper-middle income,2018,0.1917549,0.8082451
