B40,FCV,IDA,Number of Records,B40_T60,T60,code,Countryname,Datetime,Filename,incomegroup,Maxyear,nWLD,Np190,Np320,Np550,P190,P320,P550,Precase,Region,Survname,Welftype,Year
0.3410657,0,0,1,0.517601982,0.6589343,PRY,Paraguay,24may2020 10:18:14,PRY_2018_EPH_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.9979519,0.9800245,0.8821043,,0.0199755,0.1178957,AGE:    above 64,LAC,EPH,INC,2018
0.5669754,0,0,1,1.309337622,0.4330246,PRY,Paraguay,24may2020 10:18:14,PRY_2018_EPH_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.9743988,0.9042671,0.7521175,0.0256012,0.0957329,0.2478826,EDU:     primary,LAC,EPH,INC,2018
0.3461948,0,0,1,0.529507485,0.6538053,PRY,Paraguay,24may2020 10:18:14,PRY_2018_EPH_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.9894043,0.9547457,0.8716055,0.0105957,0.0452544,0.1283945,AGE:     15 - 64,LAC,EPH,INC,2018
0.3614248,0,0,1,0.565986277,0.6385752,PRY,Paraguay,24may2020 10:18:14,PRY_2018_EPH_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.9919162,0.96144,0.8729669,0.0080838,0.03856,0.1270331,EDU:   secondary,LAC,EPH,INC,2018
0.527478,0,0,1,1.116303343,0.4725221,PRY,Paraguay,24may2020 10:18:14,PRY_2018_EPH_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.9761464,0.9071615,0.7682471,0.0238536,0.0928385,0.2317529,AGE:      0 - 14,LAC,EPH,INC,2018
0.3699937,1,0,1,0.587285714,0.6300063,PSE,West Bank and Gaza,24may2020 10:18:14,PSE_2016_PECS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2016,1,0.9958876,0.9587497,0.8012637,,,0.1987363,EDU: no eduation,MNA,PECS,CONS,2016
0.2665488,1,0,1,0.363417225,0.7334512,PSE,West Bank and Gaza,24may2020 10:18:14,PSE_2016_PECS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2016,1,1,0.9830976,0.8720194,,0.0169025,0.1279806,RUR:       rural,MNA,PECS,CONS,2016
0.4071425,1,0,1,0.686745972,0.5928575,PSE,West Bank and Gaza,24may2020 10:18:14,PSE_2016_PECS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2016,1,0.9909251,0.956136,0.7804986,0.0090749,0.043864,0.2195014,GEN:      female,MNA,PECS,CONS,2016
0.3571926,1,0,1,0.555675930,0.6428074,PSE,West Bank and Gaza,24may2020 10:18:14,PSE_2016_PECS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2016,1,0.9937342,0.9634759,0.8133289,0.0062658,0.0365241,0.1866711,AGE:     15 - 64,MNA,PECS,CONS,2016
0.3874205,1,0,1,0.632441177,0.6125795,PSE,West Bank and Gaza,24may2020 10:18:14,PSE_2016_PECS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2016,1,0.9921245,0.9573329,0.792895,0.0078755,0.0426671,0.207105,EDU:   secondary,MNA,PECS,CONS,2016
0.4210486,1,0,1,0.727260699,0.5789514,PSE,West Bank and Gaza,24may2020 10:18:14,PSE_2016_PECS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2016,1,0.9879127,0.9385535,0.7471288,,0.0614465,0.2528712,EDU:     primary,MNA,PECS,CONS,2016
0.2277068,1,0,1,0.294845015,0.7722932,PSE,West Bank and Gaza,24may2020 10:18:14,PSE_2016_PECS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2016,1,0.9973874,0.9782888,0.8714686,,,0.1285314,AGE:    above 64,MNA,PECS,CONS,2016
0.4078771,1,0,1,0.688838584,0.5921229,PSE,West Bank and Gaza,24may2020 10:18:14,PSE_2016_PECS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2016,1,0.9898582,0.9538808,0.7804925,0.0101418,0.0461192,0.2195075,RUR:       urban,MNA,PECS,CONS,2016
0.4785387,1,0,1,0.917687851,0.5214613,PSE,West Bank and Gaza,24may2020 10:18:14,PSE_2016_PECS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2016,1,0.9882362,0.9394678,0.7257097,0.0117638,0.0605322,0.2742903,AGE:      0 - 14,MNA,PECS,CONS,2016
0.2304374,1,0,1,0.299439487,0.7695625,PSE,West Bank and Gaza,24may2020 10:18:14,PSE_2016_PECS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2016,1,0.9989411,0.9902391,0.9026816,,,0.0973184,EDU:     teriary,MNA,PECS,CONS,2016
0.3928998,1,0,1,0.647174552,0.6071002,PSE,West Bank and Gaza,24may2020 10:18:14,PSE_2016_PECS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2016,1,0.9924982,0.9531708,0.7819252,0.0075018,0.0468292,0.2180748,GEN:        male,MNA,PECS,CONS,2016
0.3946748,0,0,1,0.652004575,0.6053252,ROU,Romania,24may2020 10:18:14,ROU_2018_EU-SILC_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2017,1,0.9689674,0.9360269,0.8705302,0.0310326,0.0639731,0.1294697,GEN:        male,ECA,EU-SILC,Unknown,2017
0.5800747,0,0,1,1.381375597,0.4199254,ROU,Romania,24may2020 10:18:14,ROU_2018_EU-SILC_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2017,1,0.9471821,0.885963,0.7732269,0.0528179,0.114037,0.2267731,RUR:       rural,ECA,EU-SILC,Unknown,2017
0.3980171,0,0,1,0.661176754,0.6019829,ROU,Romania,24may2020 10:18:14,ROU_2018_EU-SILC_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2017,1,0.9697386,0.9431598,0.8857511,0.0302614,0.0568402,0.1142489,EDU:   secondary,ECA,EU-SILC,Unknown,2017
0.2462786,0,0,1,0.326750176,0.7537214,ROU,Romania,24may2020 10:18:14,ROU_2018_EU-SILC_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2017,1,0.9878891,0.98014,0.9556658,0.0121109,0.01986,0.0443342,RUR:       urban,ECA,EU-SILC,Unknown,2017
0.4029985,0,0,1,0.675037667,0.5970015,ROU,Romania,24may2020 10:18:14,ROU_2018_EU-SILC_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2017,1,0.9695737,0.9380891,0.8738995,0.0304263,0.0619108,0.1261005,GEN:      female,ECA,EU-SILC,Unknown,2017
0.6736224,0,0,1,2.063935760,0.3263776,ROU,Romania,24may2020 10:18:14,ROU_2018_EU-SILC_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2017,1,0.9632167,0.9092602,0.7660615,,0.0907398,0.2339385,EDU:     primary,ECA,EU-SILC,Unknown,2017
0.0686321,0,0,1,0.073689570,0.9313679,ROU,Romania,24may2020 10:18:14,ROU_2018_EU-SILC_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2017,1,0.997055,0.9950601,0.9914199,,,,EDU:     teriary,ECA,EU-SILC,Unknown,2017
0.584121,0,0,1,1.404545553,0.415879,ROU,Romania,24may2020 10:18:14,ROU_2018_EU-SILC_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2017,1,0.9485564,0.8761792,0.75992,0.0514436,0.1238208,0.24008,AGE:      0 - 14,ECA,EU-SILC,Unknown,2017
0.3898969,0,0,1,0.639067233,0.6101031,ROU,Romania,24may2020 10:18:14,ROU_2018_EU-SILC_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2017,1,0.965321,0.9348406,0.8702867,0.034679,0.0651594,0.1297133,AGE:     15 - 64,ECA,EU-SILC,Unknown,2017
0.2952445,0,0,1,0.418931814,0.7047555,ROU,Romania,24may2020 10:18:14,ROU_2018_EU-SILC_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2017,1,0.9977337,0.9888985,0.9604846,,0.0111016,0.0395154,AGE:    above 64,ECA,EU-SILC,Unknown,2017
0.8018433,0,0,1,4.046513212,0.1981566,ROU,Romania,24may2020 10:18:14,ROU_2018_EU-SILC_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2017,1,0.9365287,0.8433744,0.6405359,,,0.3594641,EDU: no eduation,ECA,EU-SILC,Unknown,2017
0.3716584,0,0,1,0.591490998,0.6283416,RUS,Russian Federation,24may2020 10:18:14,RUS_2015_HBS_V01_M_V03_A_GMD_ALL.DTA,Upper-middle income,2015,1,0.9997454,0.9965481,0.964524,0.0002546,0.0034519,0.035476,AGE:     15 - 64,ECA,HBS,CONS,2015
0.3391894,0,0,1,0.513292994,0.6608105,RUS,Russian Federation,24may2020 10:18:14,RUS_2015_HBS_V01_M_V03_A_GMD_ALL.DTA,Upper-middle income,2015,1,0.9997324,0.9970165,0.9712215,0.0002676,0.0029834,0.0287785,RUR:       urban,ECA,HBS,CONS,2015
0.5487984,0,0,1,1.216304467,0.4512015,RUS,Russian Federation,24may2020 10:18:14,RUS_2015_HBS_V01_M_V03_A_GMD_ALL.DTA,Upper-middle income,2015,1,0.997643,0.9884842,0.9175233,,0.0115158,0.0824767,EDU:     primary,ECA,HBS,CONS,2015
,0,0,1,,,RUS,Russian Federation,24may2020 10:18:14,RUS_2015_HBS_V01_M_V03_A_GMD_ALL.DTA,Upper-middle income,2015,1,,,,,,,EDU: no eduation,ECA,HBS,CONS,2015
0.411821,0,0,1,0.700162706,0.588179,RUS,Russian Federation,24may2020 10:18:14,RUS_2015_HBS_V01_M_V03_A_GMD_ALL.DTA,Upper-middle income,2015,1,0.9995776,0.9953232,0.9575332,0.0004224,0.0046768,0.0424668,GEN:        male,ECA,HBS,CONS,2015
0.390323,0,0,1,0.640212768,0.609677,RUS,Russian Federation,24may2020 10:18:14,RUS_2015_HBS_V01_M_V03_A_GMD_ALL.DTA,Upper-middle income,2015,1,0.9996604,0.996211,0.9601653,0.0003395,0.003789,0.0398347,GEN:      female,ECA,HBS,CONS,2015
0.4210306,0,0,1,0.727206999,0.5789694,RUS,Russian Federation,24may2020 10:18:14,RUS_2015_HBS_V01_M_V03_A_GMD_ALL.DTA,Upper-middle income,2015,1,0.999833,0.9981449,0.9706003,,0.0018551,0.0293997,AGE:    above 64,ECA,HBS,CONS,2015
0.5743733,0,0,1,1.349476666,0.4256267,RUS,Russian Federation,24may2020 10:18:14,RUS_2015_HBS_V01_M_V03_A_GMD_ALL.DTA,Upper-middle income,2015,1,0.99931,0.9923555,0.9238793,0.00069,0.0076445,0.0761207,RUR:       rural,ECA,HBS,CONS,2015
0.4967406,0,0,1,0.987046839,0.5032594,RUS,Russian Federation,24may2020 10:18:14,RUS_2015_HBS_V01_M_V03_A_GMD_ALL.DTA,Upper-middle income,2015,1,0.9990751,0.9920403,0.9331937,0.0009249,0.0079597,0.0668062,AGE:      0 - 14,ECA,HBS,CONS,2015
0.3319062,0,0,1,0.496795735,0.6680939,RUS,Russian Federation,24may2020 10:18:14,RUS_2015_HBS_V01_M_V03_A_GMD_ALL.DTA,Upper-middle income,2015,1,0.9998699,0.9977872,0.9745315,0.0001301,0.0022129,0.0254684,EDU:     teriary,ECA,HBS,CONS,2015
0.5142991,0,0,1,1.058880270,0.4857009,RUS,Russian Federation,24may2020 10:18:14,RUS_2015_HBS_V01_M_V03_A_GMD_ALL.DTA,Upper-middle income,2015,1,0.9994578,0.9936055,0.9365384,0.0005421,0.0063945,0.0634616,EDU:   secondary,ECA,HBS,CONS,2015
0.3913067,0,1,1,0.642863386,0.6086934,RWA,Rwanda,24may2020 10:18:14,RWA_2016_EICV-V_V01_M_V04_A_GMD_ALL.DTA,Low income,2016,1,0.4475302,0.2095545,0.0902796,0.5524698,0.7904455,0.9097204,GEN:        male,SSA,EICV-V,CONS,2016
0.4717999,0,1,1,0.893221906,0.5282001,RWA,Rwanda,24may2020 10:18:14,RWA_2016_EICV-V_V01_M_V04_A_GMD_ALL.DTA,Low income,2016,1,0.3583164,0.1450265,0.0527536,0.6416836,0.8549735,0.9472464,AGE:      0 - 14,SSA,EICV-V,CONS,2016
0.4080296,0,1,1,0.689273653,0.5919704,RWA,Rwanda,24may2020 10:18:14,RWA_2016_EICV-V_V01_M_V04_A_GMD_ALL.DTA,Low income,2016,1,0.4231128,0.1862567,0.073065,0.5768872,0.8137433,0.926935,GEN:      female,SSA,EICV-V,CONS,2016
0.2863376,0,1,1,0.401222763,0.7136624,RWA,Rwanda,24may2020 10:18:14,RWA_2016_EICV-V_V01_M_V04_A_GMD_ALL.DTA,Low income,2016,1,0.5499792,0.2169655,0.0523052,0.4500208,0.7830345,0.9476948,AGE:    above 64,SSA,EICV-V,CONS,2016
0.389605,0,1,1,0.638283407,0.610395,RWA,Rwanda,24may2020 10:18:14,RWA_2016_EICV-V_V01_M_V04_A_GMD_ALL.DTA,Low income,2016,1,0.4343101,0.1710158,0.053911,0.5656899,0.8289841,0.946089,EDU:     primary,SSA,EICV-V,CONS,2016
,0,1,1,,0.987207,RWA,Rwanda,24may2020 10:18:14,RWA_2016_EICV-V_V01_M_V04_A_GMD_ALL.DTA,Low income,2016,1,0.9763541,0.8749939,0.71504,0.0236459,0.1250061,0.28496,EDU:     teriary,SSA,EICV-V,CONS,2016
0.4498267,0,1,1,0.817609106,0.5501733,RWA,Rwanda,24may2020 10:18:14,RWA_2016_EICV-V_V01_M_V04_A_GMD_ALL.DTA,Low income,2016,1,0.3706737,0.1235973,0.028656,0.6293262,0.8764027,0.9713441,RUR:       rural,SSA,EICV-V,CONS,2016
0.1639156,0,1,1,0.196051499,0.8360844,RWA,Rwanda,24may2020 10:18:14,RWA_2016_EICV-V_V01_M_V04_A_GMD_ALL.DTA,Low income,2016,1,0.7108927,0.4399607,0.2123412,0.2891072,0.5600393,0.7876588,EDU:   secondary,SSA,EICV-V,CONS,2016
0.1697348,0,1,1,0.204434439,0.8302652,RWA,Rwanda,24may2020 10:18:14,RWA_2016_EICV-V_V01_M_V04_A_GMD_ALL.DTA,Low income,2016,1,0.7313572,0.5387078,0.3247569,0.2686428,0.4612922,0.6752431,RUR:       urban,SSA,EICV-V,CONS,2016
0.463113,0,1,1,0.862589334,0.536887,RWA,Rwanda,24may2020 10:18:14,RWA_2016_EICV-V_V01_M_V04_A_GMD_ALL.DTA,Low income,2016,1,0.3583987,0.1130333,0.0211942,0.6416013,0.8869666,0.9788058,EDU: no eduation,SSA,EICV-V,CONS,2016
0.3532109,0,1,1,0.546099030,0.6467891,RWA,Rwanda,24may2020 10:18:14,RWA_2016_EICV-V_V01_M_V04_A_GMD_ALL.DTA,Low income,2016,1,0.4850921,0.2357166,0.1047691,0.5149079,0.7642834,0.8952309,AGE:     15 - 64,SSA,EICV-V,CONS,2016
0.3417053,1,1,1,0.519076487,0.6582947,SDN,Sudan,24may2020 10:18:14,SDN_2009_NBHS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2009,1,0.875454,0.6440356,0.3263136,0.124546,0.3559643,0.6736863,AGE:    above 64,SSA,NBHS,CONS,2009
0.4650239,1,1,1,0.869242383,0.5349761,SDN,Sudan,24may2020 10:18:14,SDN_2009_NBHS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2009,1,0.8054603,0.5134217,0.1976703,0.1945397,0.4865783,0.8023297,AGE:      0 - 14,SSA,NBHS,CONS,2009
0.3449252,1,1,1,0.526543228,0.6550748,SDN,Sudan,24may2020 10:18:14,SDN_2009_NBHS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2009,1,0.883788,0.6325983,0.2759666,0.116212,0.3674017,0.7240334,EDU:     primary,SSA,NBHS,CONS,2009
0.4397723,1,1,1,0.784988637,0.5602276,SDN,Sudan,24may2020 10:18:14,SDN_2009_NBHS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2009,1,0.8227836,0.5416833,0.2121858,0.1772163,0.4583167,0.7878143,EDU: no eduation,SSA,NBHS,CONS,2009
0.5057126,1,1,1,1.023114488,0.4942874,SDN,Sudan,24may2020 10:18:14,SDN_2009_NBHS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2009,1,0.7806717,0.4705412,0.1641577,0.2193283,0.5294588,0.8358423,RUR:       rural,SSA,NBHS,CONS,2009
0.4006246,1,1,1,0.668403475,0.5993754,SDN,Sudan,24may2020 10:18:14,SDN_2009_NBHS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2009,1,0.8441311,0.578528,0.2579767,0.1558689,0.421472,0.7420233,GEN:      female,SSA,NBHS,CONS,2009
0.2088462,1,1,1,0.263976739,0.7911538,SDN,Sudan,24may2020 10:18:14,SDN_2009_NBHS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2009,1,0.9557093,0.7760726,0.4243945,0.0442907,0.2239274,0.5756055,RUR:       urban,SSA,NBHS,CONS,2009
0.3519966,1,1,1,0.543201779,0.6480034,SDN,Sudan,24may2020 10:18:14,SDN_2009_NBHS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2009,1,0.8709436,0.6275747,0.2993406,0.1290564,0.3724253,0.7006594,AGE:     15 - 64,SSA,NBHS,CONS,2009
0.3994849,1,1,1,0.665237061,0.6005151,SDN,Sudan,24may2020 10:18:14,SDN_2009_NBHS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2009,1,0.8418548,0.58003,0.2557854,0.1581452,0.41997,0.7442146,GEN:        male,SSA,NBHS,CONS,2009
0.2060873,1,1,1,0.259584335,0.7939127,SDN,Sudan,24may2020 10:18:14,SDN_2009_NBHS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2009,1,0.9514714,0.7698831,0.4391263,0.0485286,0.2301169,0.5608736,EDU:   secondary,SSA,NBHS,CONS,2009
0.0938801,1,1,1,0.103606708,0.9061199,SDN,Sudan,24may2020 10:18:14,SDN_2009_NBHS_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2009,1,0.9837637,0.892864,0.6639052,0.0162363,0.107136,0.3360948,EDU:     teriary,SSA,NBHS,CONS,2009
0.4523216,0,1,1,0.825889062,0.5476784,SEN,Senegal,24may2020 10:18:14,SEN_2011_ESPS-II_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.5633569,0.2450122,0.0753419,0.4366431,0.7549878,0.9246581,EDU: no eduation,SSA,ESPS-II,CONS-EXP,2011
0.3524443,0,1,1,0.544268702,0.6475557,SEN,Senegal,24may2020 10:18:14,SEN_2011_ESPS-II_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.6618712,0.3716806,0.1479426,0.3381288,0.6283194,0.8520574,AGE:     15 - 64,SSA,ESPS-II,CONS-EXP,2011
0.4606445,0,1,1,0.854064712,0.5393555,SEN,Senegal,24may2020 10:18:14,SEN_2011_ESPS-II_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.5546972,0.246645,0.0736278,0.4453028,0.753355,0.9263722,AGE:      0 - 14,SSA,ESPS-II,CONS-EXP,2011
0.4019608,0,1,1,0.672131191,0.5980392,SEN,Senegal,24may2020 10:18:14,SEN_2011_ESPS-II_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.6134315,0.3175326,0.1174595,0.3865685,0.6824674,0.8825405,GEN:        male,SSA,ESPS-II,CONS-EXP,2011
0.1350641,0,1,1,0.156155040,0.8649359,SEN,Senegal,24may2020 10:18:14,SEN_2011_ESPS-II_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.8733348,0.6042655,0.2483509,0.1266652,0.3957346,0.7516491,RUR:       urban,SSA,ESPS-II,CONS-EXP,2011
0.602638,0,1,1,1.516596957,0.397362,SEN,Senegal,24may2020 10:18:14,SEN_2011_ESPS-II_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.4168997,0.0953493,0.0143372,0.5831003,0.9046507,0.9856628,RUR:       rural,SSA,ESPS-II,CONS-EXP,2011
0.2441311,0,1,1,0.322980744,0.7558689,SEN,Senegal,24may2020 10:18:14,SEN_2011_ESPS-II_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.7706318,0.4648166,0.170344,0.2293682,0.5351834,0.8296561,EDU:     primary,SSA,ESPS-II,CONS-EXP,2011
0.3982007,0,1,1,0.661683555,0.6017993,SEN,Senegal,24may2020 10:18:14,SEN_2011_ESPS-II_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.6158912,0.3144542,0.1142214,0.3841088,0.6855458,0.8857786,GEN:      female,SSA,ESPS-II,CONS-EXP,2011
0.1988897,0,1,1,0.248267561,0.8011103,SEN,Senegal,24may2020 10:18:14,SEN_2011_ESPS-II_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.8114912,0.5957671,0.2871897,0.1885088,0.4042329,0.7128103,EDU:   secondary,SSA,ESPS-II,CONS-EXP,2011
0.0478225,0,1,1,0.050224354,0.9521775,SEN,Senegal,24may2020 10:18:14,SEN_2011_ESPS-II_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.9557746,0.8492213,0.628091,0.0442254,0.1507787,0.371909,EDU:     teriary,SSA,ESPS-II,CONS-EXP,2011
0.3746338,0,1,1,0.599063077,0.6253662,SEN,Senegal,24may2020 10:18:14,SEN_2011_ESPS-II_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.638796,0.3283615,0.1432129,0.361204,0.6716385,0.8567871,AGE:    above 64,SSA,ESPS-II,CONS-EXP,2011
0.4008817,1,1,1,0.669119438,0.5991183,SLB,Solomon Islands,24may2020 10:18:14,SLB_2013_HIES_V02_M_V03_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.7497933,0.4076846,0.1493212,0.2502067,0.5923154,0.8506789,GEN:        male,EAP,HIES,CONS,2013
0.1135697,1,1,1,0.128120282,0.8864303,SLB,Solomon Islands,24may2020 10:18:14,SLB_2013_HIES_V02_M_V03_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.9538437,0.7896156,0.5059019,0.0461563,0.2103844,0.4940981,EDU:     teriary,EAP,HIES,CONS,2013
0.4742556,1,1,1,0.902064958,0.5257444,SLB,Solomon Islands,24may2020 10:18:14,SLB_2013_HIES_V02_M_V03_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.6960954,0.3249499,0.0886762,0.3039046,0.6750501,0.9113238,EDU: no eduation,EAP,HIES,CONS,2013
0.3601395,1,1,1,0.562840650,0.6398605,SLB,Solomon Islands,24may2020 10:18:14,SLB_2013_HIES_V02_M_V03_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.7811402,0.4599981,0.1815874,0.2188598,0.5400019,0.8184126,AGE:     15 - 64,EAP,HIES,CONS,2013
0.0940984,1,1,1,0.103872650,0.9059016,SLB,Solomon Islands,24may2020 10:18:14,SLB_2013_HIES_V02_M_V03_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.9649886,0.7894745,0.4081279,0.0350114,0.2105255,0.5918721,RUR:       urban,EAP,HIES,CONS,2013
0.4528038,1,1,1,0.827498071,0.5471962,SLB,Solomon Islands,24may2020 10:18:14,SLB_2013_HIES_V02_M_V03_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.7043454,0.3478483,0.1155233,0.2956546,0.6521517,0.8844767,AGE:      0 - 14,EAP,HIES,CONS,2013
0.3990185,1,1,1,0.663944730,0.6009815,SLB,Solomon Islands,24may2020 10:18:14,SLB_2013_HIES_V02_M_V03_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.7472818,0.4175522,0.1576795,0.2527182,0.5824478,0.8423205,GEN:      female,EAP,HIES,CONS,2013
0.2582832,1,1,1,0.348223473,0.7417168,SLB,Solomon Islands,24may2020 10:18:14,SLB_2013_HIES_V02_M_V03_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.8568918,0.5759853,0.2603609,0.1431082,0.4240148,0.7396391,EDU:   secondary,EAP,HIES,CONS,2013
0.4171635,1,1,1,0.715747041,0.5828365,SLB,Solomon Islands,24may2020 10:18:14,SLB_2013_HIES_V02_M_V03_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.7535579,0.4224243,0.1497112,0.2464421,0.5775757,0.8502887,AGE:    above 64,EAP,HIES,CONS,2013
0.4152933,1,1,1,0.710259178,0.5847067,SLB,Solomon Islands,24may2020 10:18:14,SLB_2013_HIES_V02_M_V03_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.7400158,0.389292,0.1263876,0.2599842,0.610708,0.8736124,EDU:     primary,EAP,HIES,CONS,2013
0.4697344,1,1,1,0.885847394,0.5302656,SLB,Solomon Islands,24may2020 10:18:14,SLB_2013_HIES_V02_M_V03_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.699221,0.3264955,0.0952796,0.300779,0.6735045,0.9047204,RUR:       rural,EAP,HIES,CONS,2013
0.1015276,0,1,1,0.113000244,0.8984724,SLE,Sierra Leone,24may2020 10:18:14,SLE_2018_SLIHS_V01_M_V01_A_GMD_ALL.DTA,Low income,2018,1,0.8814501,0.6485591,0.3636374,0.1185499,0.3514409,0.6363627,EDU:     teriary,SSA,SLIHS,CONS,2018
0.0258669,0,1,1,0.026553764,0.9741331,SLE,Sierra Leone,24may2020 10:18:14,SLE_2018_SLIHS_V01_M_V01_A_GMD_ALL.DTA,Low income,2018,1,0.9741331,0.3238645,0.1331482,0.0258669,0.6761355,0.8668517,EDU: no eduation,SSA,SLIHS,CONS,2018
0.3935257,0,1,1,0.648874487,0.6064743,SLE,Sierra Leone,24may2020 10:18:14,SLE_2018_SLIHS_V01_M_V01_A_GMD_ALL.DTA,Low income,2018,1,0.5761102,0.2488377,0.0791813,0.4238898,0.7511623,0.9208187,GEN:        male,SSA,SLIHS,CONS,2018
0.4059235,0,1,1,0.683284897,0.5940765,SLE,Sierra Leone,24may2020 10:18:14,SLE_2018_SLIHS_V01_M_V01_A_GMD_ALL.DTA,Low income,2018,1,0.5645788,0.2325735,0.0672297,0.4354212,0.7674266,0.9327703,GEN:      female,SSA,SLIHS,CONS,2018
0.4576158,0,1,1,0.843711524,0.5423842,SLE,Sierra Leone,24may2020 10:18:14,SLE_2018_SLIHS_V01_M_V01_A_GMD_ALL.DTA,Low income,2018,1,0.5110435,0.1845546,0.0437522,0.4889565,0.8154454,0.9562477,AGE:      0 - 14,SSA,SLIHS,CONS,2018
0.1870987,0,1,1,0.230161644,0.8129013,SLE,Sierra Leone,24may2020 10:18:14,SLE_2018_SLIHS_V01_M_V01_A_GMD_ALL.DTA,Low income,2018,1,0.7854397,0.4341658,0.1481964,0.2145603,0.5658342,0.8518037,RUR:       urban,SSA,SLIHS,CONS,2018
0.4573343,0,1,1,0.842755125,0.5426657,SLE,Sierra Leone,24may2020 10:18:14,SLE_2018_SLIHS_V01_M_V01_A_GMD_ALL.DTA,Low income,2018,1,0.5187266,0.2192928,0.0734728,0.4812734,0.7807072,0.9265272,AGE:    above 64,SSA,SLIHS,CONS,2018
0.3505812,0,1,1,0.539838391,0.6494188,SLE,Sierra Leone,24may2020 10:18:14,SLE_2018_SLIHS_V01_M_V01_A_GMD_ALL.DTA,Low income,2018,1,0.620174,0.2856085,0.0957574,0.379826,0.7143915,0.9042426,AGE:     15 - 64,SSA,SLIHS,CONS,2018
0.2509346,0,1,1,0.334996917,0.7490654,SLE,Sierra Leone,24may2020 10:18:14,SLE_2018_SLIHS_V01_M_V01_A_GMD_ALL.DTA,Low income,2018,1,0.7226384,0.3861408,0.1303601,0.2773616,0.6138592,0.8696399,EDU:   secondary,SSA,SLIHS,CONS,2018
