countrycode,year,percentile_value,coverage,percentile,datatype,decile_within_percentile,countryname,region
KEN,2015,6.204545,N,90,consumption,2,Kenya,SSA
SEN,2015,6.544756,N,90,consumption,2,Senegal,SSA
SLB,2015,6.577318,N,90,consumption,2,Solomon Islands,EAP
UGA,2015,6.615064,N,90,consumption,2,Uganda,SSA
BGD,2015,6.618621,N,90,consumption,2,Bangladesh,SAS
GMB,2015,6.741465,N,90,consumption,2,Gambia,SSA
STP,2015,7.057293,N,90,consumption,2,Sao Tome and Principe,SSA
TCD,2015,7.072934,N,90,consumption,2,Chad,SSA
CIV,2015,7.109674,N,90,consumption,2,Cote d'Ivoire,SSA
AGO,2015,7.268657,N,90,consumption,3,Angola,SSA
LAO,2015,7.285215,N,90,consumption,3,Lao People's Democratic Republic,EAP
UZB,2015,7.3778,N,90,consumption,3,Uzbekistan,ECA
COG,2015,7.527379,N,90,consumption,3,Congo,SSA
SDN,2015,7.623302,N,90,consumption,3,Sudan,SSA
PAK,2015,7.646066,N,90,consumption,3,Pakistan,SAS
LSO,2015,7.750085,N,90,consumption,3,Lesotho,SSA
PNG,2015,7.803848,N,90,consumption,3,Papua New Guinea,EAP
SYR,2015,7.836124,N,90,consumption,3,Syrian Arab Republic,MNA
HTI,2015,7.986258,N,90,consumption,3,Haiti,LAC
VUT,2015,8.348339,N,90,consumption,3,Vanuatu,EAP
IDN,2015,8.449222,A,90,consumption,3,Indonesia,EAP
IDN,2015,8.449222,R,90,consumption,3,Indonesia,EAP
NPL,2015,8.832836,N,90,consumption,3,Nepal,SAS
KGZ,2015,8.9826530000000009,N,90,consumption,3,Kyrgyz Republic,ECA
KIR,2015,9.184715,N,90,consumption,3,Kiribati,EAP
EGY,2015,9.277983,N,90,consumption,3,Egypt,MNA
IND,2015,9.425154,U,90,consumption,4,India,SAS
FSM,2015,9.681925,N,90,consumption,4,Micronesia,EAP
DJI,2015,9.688923,N,90,consumption,4,Djibouti,MNA
MRT,2015,9.759395,N,90,consumption,4,Mauritania,SSA
MMR,2015,9.88437,N,90,consumption,4,Myanmar,EAP
IRQ,2015,10.55424,N,90,consumption,4,Iraq,MNA
CMR,2015,10.62523,N,90,consumption,4,Cameroon,SSA
ZWE,2015,10.84467,N,90,consumption,4,Zimbabwe,SSA
COM,2015,11.29735,N,90,consumption,4,Comoros,SSA
PHL,2015,11.57041,N,90,consumption,4,Philippines,EAP
TJK,2015,11.75503,N,90,consumption,4,Tajikistan,ECA
ARM,2015,11.9312,N,90,consumption,4,Armenia,ECA
SWZ,2015,12.2643,N,90,consumption,4,Eswatini,SSA
GHA,2015,12.72206,N,90,consumption,4,Ghana,SSA
IDN,2015,12.8544,U,90,consumption,4,Indonesia,EAP
CHN,2015,12.89798,A,90,consumption,4,China,EAP
CHN,2015,12.89798,R,90,consumption,4,China,EAP
GAB,2015,12.90391,N,90,consumption,5,Gabon,SSA
GEO,2015,13.7375,N,90,consumption,5,Georgia,ECA
XKX,2015,13.92469,N,90,consumption,5,Kosovo,ECA
LKA,2015,14.56304,N,90,consumption,5,Sri Lanka,SAS
DZA,2015,14.71867,N,90,consumption,5,Algeria,MNA
ALB,2015,15.51449,N,90,consumption,5,Albania,ECA
MDA,2015,15.74008,N,90,consumption,5,Moldova,ECA
HND,2015,15.98277,N,90,income,5,Honduras,LAC
TUV,2015,16.01123,N,90,consumption,5,Tuvalu,EAP
VNM,2015,16.01255,N,90,consumption,5,Vietnam,EAP
TKM,2015,16.90117,N,90,consumption,5,Turkmenistan,ECA
GTM,2015,17.08219,N,90,income,5,Guatemala,LAC
FJI,2015,17.32302,N,90,consumption,5,Fiji,EAP
WSM,2015,17.64779,N,90,consumption,5,Samoa,EAP
BLZ,2015,18.06658,N,90,income,5,Belize,LAC
JOR,2015,18.2168,N,90,consumption,5,Jordan,MNA
SLV,2015,18.32516,N,90,income,5,El Salvador,LAC
CPV,2015,18.61806,N,90,consumption,6,Cabo Verde,SSA
UKR,2015,18.64915,N,90,consumption,6,Ukraine,ECA
MEX,2015,18.71684,N,90,consumption,6,Mexico,LAC
NAM,2015,18.86482,N,90,consumption,6,Namibia,SSA
MAR,2015,18.98882,N,90,consumption,6,Morocco,MNA
KAZ,2015,19.14928,N,90,consumption,6,Kazakhstan,ECA
TON,2015,19.35108,N,90,consumption,6,Tonga,EAP
MNG,2015,19.39075,N,90,consumption,6,Mongolia,EAP
MKD,2015,19.69776,N,90,income,6,North Macedonia,ECA
NIC,2015,20.22322,N,90,income,6,Nicaragua,LAC
TUN,2015,20.64437,N,90,consumption,6,Tunisia,MNA
ROU,2015,20.70528,N,90,income,6,Romania,ECA
PSE,2015,21.60215,N,90,consumption,6,West Bank and Gaza,MNA
GUY,2015,21.70282,N,90,income,6,Guyana,LAC
SRB,2015,21.81926,N,90,consumption,6,Serbia,ECA
JAM,2015,22.23876,N,90,consumption,6,Jamaica,LAC
MUS,2015,22.86589,N,90,consumption,6,Mauritius,SSA
SUR,2015,24.56317,N,90,income,6,Suriname,LAC
PER,2015,24.77415,N,90,income,7,Peru,LAC
BTN,2015,24.88074,N,90,consumption,7,Bhutan,SAS
CHN,2015,24.97793,U,90,consumption,7,China,EAP
BWA,2015,25.05545,N,90,consumption,7,Botswana,SSA
MNE,2015,26.76231,N,90,income,7,Montenegro,ECA
ECU,2015,27.42395,N,90,income,7,Ecuador,LAC
BOL,2015,27.44563,N,90,income,7,Bolivia,LAC
MDV,2015,27.95819,N,90,consumption,7,Maldives,SAS
ZAF,2015,28.13418,N,90,consumption,7,South Africa,SSA
THA,2015,28.19964,N,90,consumption,7,Thailand,EAP
COL,2015,28.50809,N,90,income,7,Colombia,LAC
IRN,2015,28.88253,N,90,consumption,7,Iran,MNA
DOM,2015,29.43441,N,90,income,7,Dominican Republic,LAC
BLR,2015,30.12336,N,90,consumption,7,Belarus,ECA
POL,2015,30.17774,N,90,consumption,7,Poland,ECA
LCA,2015,31.26257,N,90,income,7,St. Lucia,LAC
BGR,2015,31.56431,N,90,income,7,Bulgaria,ECA
HRV,2015,33.00754,N,90,income,8,Croatia,ECA
PRY,2015,33.6985,N,90,income,8,Paraguay,LAC
AZE,2015,34.07293,N,90,consumption,8,Azerbaijan,ECA
TUR,2015,34.75477,N,90,consumption,8,Turkey,ECA
SVK,2015,34.95533,N,90,income,8,Slovak Republic,ECA
HUN,2015,36.57741,N,90,income,8,Hungary,ECA
SYC,2015,37.51068,N,90,income,8,Seychelles,SSA
RUS,2015,37.58037,N,90,consumption,8,Russian Federation,ECA
GRC,2015,38.3959,N,90,income,8,Greece,OHI
BIH,2015,38.58404,N,90,consumption,8,Bosnia and Herzegovina,ECA
ARG,2015,39.50768,U,90,income,8,Argentina,LAC
LBN,2015,40.80152,N,90,consumption,8,Lebanon,MNA
BRA,2015,41.31202,N,90,income,8,Brazil,LAC
LVA,2015,41.97796,N,90,income,8,Latvia,ECA
CHL,2015,43.73372,N,90,income,8,Chile,LAC
CZE,2015,45.42556,N,90,income,8,Czech Republic,ECA
LTU,2015,46.05841,N,90,income,8,Lithuania,ECA
PAN,2015,48.04647,N,90,income,9,Panama,LAC
CRI,2015,48.35598,N,90,income,9,Costa Rica,LAC
TTO,2015,49.05291,N,90,income,9,Trinidad and Tobago,LAC
PRT,2015,49.20306,N,90,income,9,Portugal,OHI
URY,2015,52.17918,N,90,income,9,Uruguay,LAC
MYS,2015,52.27416,N,90,income,9,Malaysia,EAP
SVN,2015,53.3216,N,90,income,9,Slovenia,ECA
EST,2015,56.77045,N,90,income,9,Estonia,ECA
ESP,2015,66.05143,N,90,income,9,Spain,OHI
ISR,2015,67.294,N,90,income,9,Israel,OHI
CYP,2015,69.50204,N,90,income,9,Cyprus,OHI
MLT,2015,69.66693,N,90,income,9,Malta,OHI
KOR,2015,70.21242,N,90,income,9,Korea,OHI
ITA,2015,72.44939,N,90,income,9,Italy,OHI
TWN,2015,76.72435,N,90,income,9,,
IRL,2015,78.73699,N,90,income,9,Ireland,OHI
JPN,2015,78.87619,N,90,income,9,Japan,OHI
BEL,2015,79.08041,N,90,income,10,Belgium,OHI
GBR,2015,79.28592,N,90,income,10,United Kingdom,OHI
FIN,2015,80.02704,N,90,income,10,Finland,OHI
DNK,2015,82.37534,N,90,income,10,Denmark,OHI
ISL,2015,82.45968,N,90,income,10,Iceland,OHI
NLD,2015,83.27548,N,90,income,10,Netherlands,OHI
FRA,2015,86.30908,N,90,income,10,France,OHI
DEU,2015,88.63207,N,90,income,10,Germany,OHI
SWE,2015,89.39558,N,90,income,10,Sweden,OHI
AUT,2015,90.27187,N,90,income,10,Austria,OHI
AUS,2015,102.7809,N,90,income,10,Australia,OHI
CAN,2015,104.5004,N,90,income,10,Canada,OHI
NOR,2015,112.3977,N,90,income,10,Norway,OHI
CHE,2015,119.2873,N,90,income,10,Switzerland,OHI
ARE,2015,121.2687,N,90,income,10,,
LUX,2015,125.9002,N,90,income,10,Luxembourg,OHI
USA,2015,128.0903,N,90,income,10,United States,OHI
GNB,2015,20.66007,N,100,consumption,1,Guinea-Bissau,SSA
STP,2015,29.71204,N,100,consumption,1,Sao Tome and Principe,SSA
TGO,2015,34.95912,N,100,consumption,1,Togo,SSA
MDG,2015,37.21364,N,100,consumption,1,Madagascar,SSA
SLE,2015,39.34954,N,100,consumption,1,Sierra Leone,SSA
DZA,2015,43.47714,N,100,consumption,1,Algeria,MNA
CHN,2015,51.55037,A,100,consumption,1,China,EAP
CHN,2015,51.55037,R,100,consumption,1,China,EAP
LBR,2015,52.91263,N,100,consumption,1,Liberia,SSA
SSD,2015,54.94227,N,100,consumption,1,South Sudan,SSA
NER,2015,55.74827,N,100,consumption,1,Niger,SSA
BFA,2015,55.78295,N,100,consumption,1,Burkina Faso,SSA
MLI,2015,55.95827,N,100,consumption,1,Mali,SSA
TLS,2015,61.2891,N,100,consumption,1,Timor-Leste,EAP
COD,2015,62.73479,N,100,consumption,1,Congo,SSA
ALB,2015,65.94057,N,100,consumption,1,Albania,ECA
SEN,2015,67.07682,N,100,consumption,2,Senegal,SSA
XKX,2015,68.31931,N,100,consumption,2,Kosovo,ECA
GIN,2015,68.81126,N,100,consumption,2,Guinea,SSA
MRT,2015,74.68755,N,100,consumption,2,Mauritania,SSA
ZWE,2015,75.54509,N,100,consumption,2,Zimbabwe,SSA
BEN,2015,77.7872,N,100,consumption,2,Benin,SSA
TJK,2015,79.70436,N,100,consumption,2,Tajikistan,ECA
KIR,2015,81.85,N,100,consumption,2,Kiribati,EAP
UZB,2015,83.41989,N,100,consumption,2,Uzbekistan,ECA
NPL,2015,83.6187,N,100,consumption,2,Nepal,SAS
MKD,2015,87.93642,N,100,income,2,North Macedonia,ECA
ARM,2015,97.09655,N,100,consumption,2,Armenia,ECA
TKM,2015,97.44803,N,100,consumption,2,Turkmenistan,ECA
YEM,2015,98.3567,N,100,consumption,2,Yemen,MNA
CHN,2015,99.91892,U,100,consumption,2,China,EAP
MDA,2015,104.4564,N,100,consumption,2,Moldova,ECA
IRQ,2015,106.3657,N,100,consumption,2,Iraq,MNA
BGD,2015,110.6775,N,100,consumption,3,Bangladesh,SAS
BDI,2015,112.1619,N,100,consumption,3,Burundi,SSA
MWI,2015,113.5514,N,100,consumption,3,Malawi,SSA
SRB,2015,113.6563,N,100,consumption,3,Serbia,ECA
CIV,2015,114.0727,N,100,consumption,3,Cote d'Ivoire,SSA
BLR,2015,114.3365,N,100,consumption,3,Belarus,ECA
VUT,2015,116.1905,N,100,consumption,3,Vanuatu,EAP
RWA,2015,118.5433,N,100,consumption,3,Rwanda,SSA
TCD,2015,118.8646,N,100,consumption,3,Chad,SSA
ROU,2015,120.8751,N,100,income,3,Romania,ECA
PNG,2015,123.6796,N,100,consumption,3,Papua New Guinea,EAP
TON,2015,123.9551,N,100,consumption,3,Tonga,EAP
HTI,2015,126.6581,N,100,consumption,3,Haiti,LAC
TUN,2015,128.7602,N,100,consumption,3,Tunisia,MNA
COM,2015,132.1056,N,100,consumption,3,Comoros,SSA
DJI,2015,137.0511,N,100,consumption,3,Djibouti,MNA
PAK,2015,137.927,N,100,consumption,3,Pakistan,SAS
CPV,2015,143.7334,N,100,consumption,4,Cabo Verde,SSA
TUV,2015,144.7778,N,100,consumption,4,Tuvalu,EAP
SLB,2015,148.5955,N,100,consumption,4,Solomon Islands,EAP
UGA,2015,150.5449,N,100,consumption,4,Uganda,SSA
KGZ,2015,153.9062,N,100,consumption,4,Kyrgyz Republic,ECA
JAM,2015,157.8692,N,100,consumption,4,Jamaica,LAC
EST,2015,160.3886,N,100,income,4,Estonia,ECA
ARE,2015,161.8667,N,100,income,4,,
HND,2015,165.0733,N,100,income,4,Honduras,LAC
PHL,2015,166.3243,N,100,consumption,4,Philippines,EAP
VNM,2015,173.9366,N,100,consumption,4,Vietnam,EAP
LAO,2015,177.7296,N,100,consumption,4,Lao People's Democratic Republic,EAP
CMR,2015,180.2796,N,100,consumption,4,Cameroon,SSA
SUR,2015,183.8662,N,100,income,4,Suriname,LAC
GEO,2015,186.9507,N,100,consumption,4,Georgia,ECA
TTO,2015,189.8229,N,100,income,4,Trinidad and Tobago,LAC
JOR,2015,193.9812,N,100,consumption,4,Jordan,MNA
LBN,2015,195.5399,N,100,consumption,5,Lebanon,MNA
COG,2015,198.3795,N,100,consumption,5,Congo,SSA
SWZ,2015,210.0911,N,100,consumption,5,Eswatini,SSA
AGO,2015,211.4237,N,100,consumption,5,Angola,SSA
EGY,2015,217.8056,N,100,consumption,5,Egypt,MNA
SYR,2015,226.6787,N,100,consumption,5,Syrian Arab Republic,MNA
LCA,2015,229.7498,N,100,income,5,St. Lucia,LAC
NGA,2015,232.0754,N,100,consumption,5,Nigeria,SSA
GHA,2015,237.1529,N,100,consumption,5,Ghana,SSA
MDV,2015,243.2998,N,100,consumption,5,Maldives,SAS
MNG,2015,244.9914,N,100,consumption,5,Mongolia,EAP
WSM,2015,246.0784,N,100,consumption,5,Samoa,EAP
KOR,2015,254.6539,N,100,income,5,Korea,OHI
CAF,2015,267.9263,N,100,consumption,5,Central African Republic,SSA
UKR,2015,273.3265,N,100,consumption,5,Ukraine,ECA
ISR,2015,273.3311,N,100,income,5,Israel,OHI
MNE,2015,276.3259,N,100,income,5,Montenegro,ECA
BIH,2015,277.2337,N,100,consumption,6,Bosnia and Herzegovina,ECA
HUN,2015,288.5866,N,100,income,6,Hungary,ECA
PSE,2015,289.9355,N,100,consumption,6,West Bank and Gaza,MNA
FJI,2015,291.2311,N,100,consumption,6,Fiji,EAP
FSM,2015,297.7942,N,100,consumption,6,Micronesia,EAP
MAR,2015,306.5168,N,100,consumption,6,Morocco,MNA
IRN,2015,313.6952,N,100,consumption,6,Iran,MNA
ZMB,2015,332.0703,N,100,consumption,6,Zambia,SSA
BGR,2015,352.6288,N,100,income,6,Bulgaria,ECA
TWN,2015,357.4855,N,100,income,6,,
MEX,2015,360.4265,N,100,consumption,6,Mexico,LAC
HRV,2015,370.6005,N,100,income,6,Croatia,ECA
BLZ,2015,390.009,N,100,income,6,Belize,LAC
AZE,2015,391.2515,N,100,consumption,6,Azerbaijan,ECA
ETH,2015,394.1781,N,100,consumption,6,Ethiopia,SSA
MMR,2015,394.8534,N,100,consumption,6,Myanmar,EAP
LTU,2015,396.1339,N,100,income,6,Lithuania,ECA
LVA,2015,396.706,N,100,income,7,Latvia,ECA
THA,2015,399.8034,N,100,consumption,7,Thailand,EAP
CAN,2015,411.1585,N,100,income,7,Canada,OHI
GMB,2015,411.5374,N,100,consumption,7,Gambia,SSA
RUS,2015,413.067,N,100,consumption,7,Russian Federation,ECA
IDN,2015,413.5106,U,100,consumption,7,Indonesia,EAP
DOM,2015,423.6476,N,100,income,7,Dominican Republic,LAC
TZA,2015,427.4133,N,100,consumption,7,Tanzania,SSA
TUR,2015,427.4187,N,100,consumption,7,Turkey,ECA
LSO,2015,443.9198,N,100,consumption,7,Lesotho,SSA
JPN,2015,447.6122,N,100,income,7,Japan,OHI
ZAF,2015,448.6612,N,100,consumption,7,South Africa,SSA
GAB,2015,507.5851,N,100,consumption,7,Gabon,SSA
NAM,2015,523.4925,N,100,consumption,7,Namibia,SSA
PER,2015,524.9763,N,100,income,7,Peru,LAC
MLT,2015,528.6262,N,100,income,7,Malta,OHI
BTN,2015,536.4909,N,100,consumption,7,Bhutan,SAS
DEU,2015,560.2244,N,100,income,8,Germany,OHI
PRT,2015,562.4387,N,100,income,8,Portugal,OHI
SVK,2015,574.2649,N,100,income,8,Slovak Republic,ECA
CRI,2015,584.3318,N,100,income,8,Costa Rica,LAC
CZE,2015,670.7666,N,100,income,8,Czech Republic,ECA
MUS,2015,692.5707,N,100,consumption,8,Mauritius,SSA
AUS,2015,696.9937,N,100,income,8,Australia,OHI
MOZ,2015,713.3658,N,100,consumption,8,Mozambique,SSA
ESP,2015,716.3258,N,100,income,8,Spain,OHI
USA,2015,720.0608,N,100,income,8,United States,OHI
IDN,2015,721.539,A,100,consumption,8,Indonesia,EAP
IDN,2015,721.539,R,100,consumption,8,Indonesia,EAP
SVN,2015,766.611,N,100,income,8,Slovenia,ECA
BOL,2015,796.7713,N,100,income,8,Bolivia,LAC
CYP,2015,812.4131,N,100,income,8,Cyprus,OHI
POL,2015,813.5871,N,100,consumption,8,Poland,ECA
FIN,2015,836.9432,N,100,income,8,Finland,OHI
LKA,2015,848.1007,N,100,consumption,9,Sri Lanka,SAS
ECU,2015,862.849,N,100,income,9,Ecuador,LAC
LUX,2015,872.0211,N,100,income,9,Luxembourg,OHI
KAZ,2015,888.9176,N,100,consumption,9,Kazakhstan,ECA
ARG,2015,904.3487,U,100,income,9,Argentina,LAC
IRL,2015,961.6496,N,100,income,9,Ireland,OHI
CHE,2015,1058.709,N,100,income,9,Switzerland,OHI
NOR,2015,1079.527,N,100,income,9,Norway,OHI
IND,2015,1147.31,A,100,consumption,9,India,SAS
IND,2015,1147.31,R,100,consumption,9,India,SAS
NIC,2015,1198.24,N,100,income,9,Nicaragua,LAC
GBR,2015,1219.982,N,100,income,9,United Kingdom,OHI
BRA,2015,1315.732,N,100,income,9,Brazil,LAC
PRY,2015,1339.496,N,100,income,9,Paraguay,LAC
IND,2015,1348.112,U,100,consumption,9,India,SAS
ISL,2015,1524.502,N,100,income,9,Iceland,OHI
GTM,2015,1528.129,N,100,income,9,Guatemala,LAC
BWA,2015,1551.31,N,100,consumption,10,Botswana,SSA
SLV,2015,1603.461,N,100,income,10,El Salvador,LAC
PAN,2015,1611.93,N,100,income,10,Panama,LAC
ITA,2015,1621.313,N,100,income,10,Italy,OHI
GRC,2015,1668.973,N,100,income,10,Greece,OHI
AUT,2015,1770.015,N,100,income,10,Austria,OHI
NLD,2015,1781.38,N,100,income,10,Netherlands,OHI
COL,2015,2021.079,N,100,income,10,Colombia,LAC
SWE,2015,2138.298,N,100,income,10,Sweden,OHI
MYS,2015,2245.966,N,100,income,10,Malaysia,EAP
SYC,2015,2533.205,N,100,income,10,Seychelles,SSA
BEL,2015,3232.002,N,100,income,10,Belgium,OHI
CHL,2015,4022.525,N,100,income,10,Chile,LAC
DNK,2015,4758.002,N,100,income,10,Denmark,OHI
URY,2015,6164.49,N,100,income,10,Uruguay,LAC
FRA,2015,13477.92,N,100,income,10,France,OHI
GUY,2015,33264.83,N,100,income,10,Guyana,LAC
SSD,2016,0.2341039,N,10,consumption,1,South Sudan,SSA
CAF,2016,0.3434044,N,10,consumption,1,Central African Republic,SSA
BEN,2016,0.4080907,N,10,consumption,1,Benin,SSA
ZMB,2016,0.4379633,N,10,consumption,1,Zambia,SSA
MDG,2016,0.4721366,N,10,consumption,1,Madagascar,SSA
COD,2016,0.4819101,N,10,consumption,1,Congo,SSA
GNB,2016,0.5549915,N,10,consumption,1,Guinea-Bissau,SSA
BDI,2016,0.5633724,N,10,consumption,1,Burundi,SSA
MWI,2016,0.5689387,N,10,consumption,1,Malawi,SSA
LSO,2016,0.5771575,N,10,consumption,1,Lesotho,SSA
MOZ,2016,0.5891346,N,10,consumption,1,Mozambique,SSA
TGO,2016,0.69014,N,10,consumption,1,Togo,SSA
NGA,2016,0.7141522,N,10,consumption,1,Nigeria,SSA
TCD,2016,0.8120783,N,10,consumption,1,Chad,SSA
COG,2016,0.8222299,N,10,consumption,1,Congo,SSA
RWA,2016,0.8713889,N,10,consumption,1,Rwanda,SSA
LBR,2016,0.9653513,N,10,consumption,1,Liberia,SSA
AGO,2016,0.9829116,N,10,consumption,2,Angola,SSA
TZA,2016,1.019528,N,10,consumption,2,Tanzania,SSA
MLI,2016,1.031332,N,10,consumption,2,Mali,SSA
YEM,2016,1.057367,N,10,consumption,2,Yemen,MNA
PNG,2016,1.057755,N,10,consumption,2,Papua New Guinea,EAP
KEN,2016,1.065581,N,10,consumption,2,Kenya,SSA
NER,2016,1.08039,N,10,consumption,2,Niger,SSA
SLE,2016,1.087958,N,10,consumption,2,Sierra Leone,SSA
SEN,2016,1.132013,N,10,consumption,2,Senegal,SSA
UGA,2016,1.143216,N,10,consumption,2,Uganda,SSA
ETH,2016,1.164075,N,10,consumption,2,Ethiopia,SSA
SWZ,2016,1.165321,N,10,consumption,2,Eswatini,SSA
CIV,2016,1.176045,N,10,consumption,2,Cote d'Ivoire,SSA
HND,2016,1.195089,N,10,income,2,Honduras,LAC
HTI,2016,1.200539,N,10,consumption,2,Haiti,LAC
BFA,2016,1.221706,N,10,consumption,2,Burkina Faso,SSA
CMR,2016,1.235493,N,10,consumption,2,Cameroon,SSA
GIN,2016,1.267991,N,10,consumption,3,Guinea,SSA
COM,2016,1.288203,N,10,consumption,3,Comoros,SSA
SLB,2016,1.327799,N,10,consumption,3,Solomon Islands,EAP
DJI,2016,1.359457,N,10,consumption,3,Djibouti,MNA
ZAF,2016,1.360251,N,10,consumption,3,South Africa,SSA
FSM,2016,1.492863,N,10,consumption,3,Micronesia,EAP
SYR,2016,1.493318,N,10,consumption,3,Syrian Arab Republic,MNA
TLS,2016,1.519883,N,10,consumption,3,Timor-Leste,EAP
NAM,2016,1.530918,N,10,consumption,3,Namibia,SSA
ZWE,2016,1.604714,N,10,consumption,3,Zimbabwe,SSA
VUT,2016,1.61177,N,10,consumption,3,Vanuatu,EAP
BWA,2016,1.639452,N,10,consumption,3,Botswana,SSA
LAO,2016,1.659807,N,10,consumption,3,Lao People's Democratic Republic,EAP
BLZ,2016,1.674049,N,10,income,3,Belize,LAC
UZB,2016,1.675087,N,10,consumption,3,Uzbekistan,ECA
BGD,2016,1.729182,N,10,consumption,3,Bangladesh,SAS
IND,2016,1.740368,A,10,consumption,3,India,SAS
IND,2016,1.740368,R,10,consumption,4,India,SAS
GHA,2016,1.814489,N,10,consumption,4,Ghana,SSA
STP,2016,1.825589,N,10,consumption,4,Sao Tome and Principe,SSA
KIR,2016,1.838184,N,10,consumption,4,Kiribati,EAP
SDN,2016,1.850082,N,10,consumption,4,Sudan,SSA
GMB,2016,1.859132,N,10,consumption,4,Gambia,SSA
IND,2016,1.985496,U,10,consumption,4,India,SAS
GAB,2016,2.041602,N,10,consumption,4,Gabon,SSA
GTM,2016,2.116408,N,10,income,4,Guatemala,LAC
NPL,2016,2.152526,N,10,consumption,4,Nepal,SAS
PHL,2016,2.161721,N,10,consumption,4,Philippines,EAP
MRT,2016,2.190338,N,10,consumption,4,Mauritania,SSA
IDN,2016,2.190677,A,10,consumption,4,Indonesia,EAP
IDN,2016,2.190677,R,10,consumption,4,Indonesia,EAP
IDN,2016,2.248127,U,10,consumption,4,Indonesia,EAP
PAK,2016,2.29835,N,10,consumption,4,Pakistan,SAS
MMR,2016,2.390491,N,10,consumption,4,Myanmar,EAP
GEO,2016,2.677223,N,10,consumption,5,Georgia,ECA
BOL,2016,2.679487,N,10,income,5,Bolivia,LAC
TJK,2016,2.721976,N,10,consumption,5,Tajikistan,ECA
CPV,2016,2.724171,N,10,consumption,5,Cabo Verde,SSA
GUY,2016,2.777343,N,10,income,5,Guyana,LAC
EGY,2016,2.814942,N,10,consumption,5,Egypt,MNA
TKM,2016,2.870544,N,10,consumption,5,Turkmenistan,ECA
COL,2016,2.880076,N,10,income,5,Colombia,LAC
KGZ,2016,2.952661,N,10,consumption,5,Kyrgyz Republic,ECA
TUV,2016,2.996296,N,10,consumption,5,Tuvalu,EAP
SRB,2016,3.01051,N,10,income,5,Serbia,ECA
BTN,2016,3.017944,N,10,consumption,5,Bhutan,SAS
MEX,2016,3.071729,N,10,consumption,5,Mexico,LAC
SLV,2016,3.124183,N,10,income,5,El Salvador,LAC
LCA,2016,3.128362,N,10,income,5,St. Lucia,LAC
LKA,2016,3.128368,N,10,consumption,5,Sri Lanka,SAS
NIC,2016,3.166747,N,10,income,5,Nicaragua,LAC
CHN,2016,3.167891,A,10,consumption,6,China,EAP
CHN,2016,3.167891,R,10,consumption,6,China,EAP
PER,2016,3.174919,N,10,income,6,Peru,LAC
IRQ,2016,3.187078,N,10,consumption,6,Iraq,MNA
JAM,2016,3.206135,N,10,consumption,6,Jamaica,LAC
ARM,2016,3.238033,N,10,consumption,6,Armenia,ECA
ALB,2016,3.245759,N,10,consumption,6,Albania,ECA
MKD,2016,3.287843,N,10,income,6,North Macedonia,ECA
ECU,2016,3.316025,N,10,income,6,Ecuador,LAC
VNM,2016,3.457729,N,10,consumption,6,Vietnam,EAP
BRA,2016,3.509053,N,10,income,6,Brazil,LAC
WSM,2016,3.585874,N,10,consumption,6,Samoa,EAP
MNG,2016,3.619599,N,10,consumption,6,Mongolia,EAP
TON,2016,3.635032,N,10,consumption,6,Tonga,EAP
MNE,2016,3.657477,N,10,income,6,Montenegro,ECA
MAR,2016,3.691826,N,10,consumption,6,Morocco,MNA
FJI,2016,3.84509,N,10,consumption,6,Fiji,EAP
PRY,2016,3.924869,N,10,income,7,Paraguay,LAC
DOM,2016,3.929348,N,10,income,7,Dominican Republic,LAC
PAN,2016,4.081596,N,10,income,7,Panama,LAC
XKX,2016,4.161321,N,10,consumption,7,Kosovo,ECA
JOR,2016,4.184993,N,10,consumption,7,Jordan,MNA
DZA,2016,4.441284,N,10,consumption,7,Algeria,MNA
TUN,2016,4.539965,N,10,consumption,7,Tunisia,MNA
PSE,2016,4.872374,N,10,consumption,7,West Bank and Gaza,MNA
IRN,2016,4.881682,N,10,consumption,7,Iran,MNA
MUS,2016,4.887598,N,10,consumption,7,Mauritius,SSA
ROU,2016,4.888548,N,10,consumption,7,Romania,ECA
MDA,2016,4.900547,N,10,consumption,7,Moldova,ECA
CHN,2016,5.072808,U,10,consumption,7,China,EAP
ARG,2016,5.213828,U,10,income,7,Argentina,LAC
CRI,2016,5.229671,N,10,income,7,Costa Rica,LAC
KAZ,2016,5.545593,N,10,consumption,7,Kazakhstan,ECA
TUR,2016,5.6688,N,10,consumption,7,Turkey,ECA
THA,2016,5.802342,N,10,consumption,8,Thailand,EAP
BGR,2016,5.852137,N,10,income,8,Bulgaria,ECA
UKR,2016,6.321838,N,10,consumption,8,Ukraine,ECA
SYC,2016,6.925134,N,10,income,8,Seychelles,SSA
TTO,2016,6.95475,N,10,income,8,Trinidad and Tobago,LAC
RUS,2016,7.143592,N,10,consumption,8,Russian Federation,ECA
CHL,2016,7.274451,N,10,income,8,Chile,LAC
GRC,2016,7.31468,N,10,income,8,Greece,OHI
MDV,2016,7.478385,N,10,consumption,8,Maldives,SAS
URY,2016,7.87151,N,10,income,8,Uruguay,LAC
HRV,2016,8.016924,N,10,income,8,Croatia,ECA
POL,2016,8.034437,N,10,consumption,8,Poland,ECA
MYS,2016,8.655536,N,10,income,8,Malaysia,EAP
BIH,2016,8.693959,N,10,consumption,8,Bosnia and Herzegovina,ECA
LTU,2016,8.817462,N,10,income,8,Lithuania,ECA
LVA,2016,9.153741,N,10,income,8,Latvia,ECA
